avg_dollar_vol,catalyst,date,flagged,low,prev_low,prev_low_rsi,reason,rsi,ticker
18437002.50289917,none,2026-04-29,True,26.6200008392334,27.059999465942383,43.994409017603544,Bullish Divergence,46.01571775178608,ATRC
50841233.2773463,none,2026-04-29,True,4.574999809265137,4.679999828338623,34.48276618053046,Bullish Divergence,39.506181318546545,CCC
223661605.60139975,none,2026-04-29,True,33.31999969482422,34.75,26.27738197334601,Bullish Divergence,35.51912872063153,CSGP
322410556.4968872,none,2026-04-29,True,52.439998626708984,54.2599983215332,26.4629532989928,Bullish Divergence,33.48017954280779,CTSH
74473000.90812683,none,2026-04-29,True,86.4749984741211,87.87000274658203,40.92881168778327,Bullish Divergence,42.23899899311224,HLNE
4830994.001753965,none,2026-04-29,True,4.0,4.039999961853027,28.846158475212434,Bullish Divergence,41.530055119429484,ISPC
55282770.83333333,none,2026-04-29,True,53.150001525878906,54.584999084472656,21.140952537916945,Bullish Divergence,33.12162912902545,LOAR
19956731.286563873,none,2026-04-29,True,8.0,9.84000015258789,11.11111341969037,Bullish Divergence,24.93886806531154,OI
124484735.55755615,none,2026-04-29,True,84.80999755859375,87.0,37.120644190149946,Bullish Divergence,37.60198802734241,OLLI
33635769.58808899,none,2026-04-29,True,31.059999465942383,32.22999954223633,16.3060051897381,Bullish Divergence,17.3854815006749,PPC
