avg_dollar_vol,catalyst,date,flagged,low,prev_low,prev_low_rsi,reason,rsi,ticker
169296818.76678467,none,2026-05-04,True,36.66999816894531,37.220001220703125,23.207751027489493,Bullish Divergence,27.717392205741618,AMCR
213923748.80142212,none,2026-05-04,True,57.52000045776367,58.18000030517578,33.87097629690639,Bullish Divergence,37.51412461036765,BBY
188504509.07058716,none,2026-05-04,True,57.189998626708984,57.459999084472656,21.57315210458235,Bullish Divergence,22.832700965738496,BRO
3564417.9554541907,none,2026-05-04,True,5.340000152587891,5.559999942779541,21.839080369771978,Bullish Divergence,41.02564555400942,BYRN
18708400.892448425,none,2026-05-04,True,14.819999694824219,15.926861533250923,6.2808181092588455,Bullish Divergence,28.167018956994752,CCOI
68504482.5,none,2026-05-04,True,27.229999542236328,27.639999389648438,15.352896669469999,Bullish Divergence,32.88770742093621,LKQ
55282770.83333333,none,2026-04-29,True,53.150001525878906,54.584999084472656,21.140952537916945,Bullish Divergence,33.12162912902545,LOAR
46723913.63529205,none,2026-05-04,True,60.79999923706055,61.310001373291016,29.599629803710513,Bullish Divergence,29.642014151332475,MMSI
10902271.64396286,none,2026-05-04,True,9.319999694824219,9.385000228881836,44.5255570993799,Bullish Divergence,47.65623311977482,NOMD
110101933.54052226,none,2026-05-08,True,80.51000213623047,80.80000305175781,24.361412778696106,Bullish Divergence,29.627002681534805,OLLI
272429594.88881433,none,2026-05-08,True,74.62000274658203,75.2699966430664,23.420517235934255,Bullish Divergence,30.799207613729536,OTIS
59840093.23799134,none,2026-05-08,True,48.79999923706055,49.277000427246094,21.386299269016163,Bullish Divergence,30.288465569207418,PSN
62530184.13269043,none,2026-05-08,True,32.91999816894531,33.16999816894531,15.992660915870857,Bullish Divergence,16.04413909592313,QGEN
36895899.926109314,none,2026-05-08,True,48.650001525878906,48.65999984741211,17.22455046970775,Bullish Divergence,17.97671702307059,RLI
