avg_volume_30d,close,date,flagged,ma_100,ma_200,ma_50,open,reason,ticker,volume
6156446.666666667,239.77000427246094,2026-04-24,True,286.40510040283203,317.59929977416994,252.17580139160157,245.44000244140625,Gap Up Normal Volume (short candidate),ADBE,6487500
8775150.0,11.079999923706055,2026-04-24,True,15.72584997177124,16.04236997127533,13.172499961853028,11.260000228881836,Gap Up Normal Volume (short candidate),ADMA,4218900
1402683.3333333333,75.5,2026-04-24,True,79.44405006408691,79.69477493286132,79.06170013427734,75.80000305175781,Gap Up Normal Volume (short candidate),ALC,752300
5193550.0,41.75,2026-04-24,True,47.28149993896484,49.28650001525879,43.682600021362305,41.59000015258789,Gap Up Normal Volume (short candidate),ALK,3613100
843686.6666666666,146.9199981689453,2026-04-24,True,156.93292144663505,162.10028349297914,150.40718147977205,146.10000610351562,Gap Up Normal Volume (short candidate),ALLE,767100
6592936.666666667,6.179999828338623,2026-04-24,True,9.563649997711181,11.746275010108947,6.7082999801635745,6.389999866485596,Gap Up Normal Volume (short candidate),ASAN,7048200
671846.6666666666,28.0,2026-04-24,True,34.49260007858276,34.69294998168945,29.937000007629393,29.280000686645508,Gap Up Normal Volume (short candidate),ATRC,660400
1272283.3333333333,6.480000019073486,2026-04-24,True,7.805149998664856,7.683809995651245,6.894799995422363,6.550000190734863,Gap Up Normal Volume (short candidate),AVAH,822100
1722283.3333333333,78.29000091552734,2026-04-24,True,84.1425299712462,91.4416167300515,79.3016854755388,78.73999786376953,Gap Up Normal Volume (short candidate),BAH,913100
1151593.3333333333,40.34000015258789,2026-04-24,True,44.93095330394617,43.10899517387634,44.02591985115944,40.869998931884766,Gap Up Normal Volume (short candidate),BIPC,618900
4662410.0,13.470000267028809,2026-04-24,True,17.336499967575072,19.5344831402537,14.71579999923706,13.619999885559082,Gap Up Normal Volume (short candidate),BZ,2373900
27299183.333333332,26.75,2026-04-24,True,28.567327568206448,28.833954890394942,27.653332746322384,27.170000076293945,Gap Up Normal Volume (short candidate),CCL,17343300
6846020.0,34.15999984741211,2026-04-24,True,44.57940010070801,49.04594999313355,40.96739982604981,34.59000015258789,Gap Up Normal Volume (short candidate),CELH,5569600
2246270.0,98.68000030517578,2026-04-24,True,107.20841417281211,111.25909552010955,110.05724184863253,98.68000030517578,Gap Up Normal Volume (short candidate),CLX,2059900
13848533.333333334,7.75,2026-04-24,True,10.035200018882751,9.149749999046326,8.443000020980834,7.849999904632568,Gap Up Normal Volume (short candidate),COMP,6206900
13794683.333333334,175.6199951171875,2026-04-24,True,213.23031190670895,229.99796570407835,186.8783028971042,178.16000366210938,Gap Up Normal Volume (short candidate),CRM,10807300
2740420.0,15.119999885559082,2026-04-24,True,19.313500022888185,17.383499989509584,15.842000007629395,14.119999885559082,Gap Up Normal Volume (short candidate),CSIQ,2660600
3109466.6666666665,26.68000030517578,2026-04-24,True,28.161971790246707,27.343068006329503,27.581121230998615,27.1200008392334,Gap Up Normal Volume (short candidate),CUK,2148900
699216.6666666666,45.439998626708984,2026-04-24,True,48.45833278636246,54.65664396414441,45.596516386535406,44.939998626708984,Gap Up Normal Volume (short candidate),CXT,499000
4321330.0,5.800000190734863,2026-04-24,True,6.659899983406067,6.185499997138977,6.101799993515015,5.940000057220459,Gap Up Normal Volume (short candidate),DCH,2123500
12963210.0,21.790000915527344,2026-04-24,True,28.084869899749755,33.74239994049072,23.35093994140625,23.18000030517578,Gap Up Normal Volume (short candidate),DKNG,16279200
3372050.0,102.54000091552734,2026-04-24,True,119.23669975280762,111.52279998779296,113.25539947509766,103.75,Gap Up Normal Volume (short candidate),DLTR,2474300
8390463.333333334,16.399999618530273,2026-04-24,True,16.692634721449533,16.970464290872272,16.875284416929727,16.43000030517578,Gap Up Normal Volume (short candidate),DOC,8274900
4669290.0,45.2400016784668,2026-04-24,True,54.34608009338379,64.13331499099732,46.230460205078124,46.220001220703125,Gap Up Normal Volume (short candidate),DOCU,2403000
627003.3333333334,55.349998474121094,2026-04-24,True,71.92641008932235,65.93448943509273,68.73165772652709,56.779998779296875,Gap Up Normal Volume (short candidate),DOO,665400
1033896.6666666666,64.72000122070312,2026-04-24,True,72.51593983300894,77.57227923511113,66.30431717774631,65.30999755859375,Gap Up Normal Volume (short candidate),DOX,1206500
7373563.333333333,34.40999984741211,2026-04-24,True,39.208150177001954,44.23825008392334,36.61420013427735,35.290000915527344,Gap Up Normal Volume (short candidate),DT,4884300
5035223.333333333,77.94999694824219,2026-04-24,True,97.73502237189237,93.91715396346878,87.44458817106435,77.81999969482422,Gap Up Normal Volume (short candidate),EL,2251300
2327460.0,66.87000274658203,2026-04-24,True,78.16679992675782,97.82687515258789,74.17219955444335,66.27999877929688,Gap Up Normal Volume (short candidate),ELF,1710700
794810.0,9.100000381469727,2026-04-24,True,10.447321651607753,11.67833103120608,9.374149303862044,9.220000267028809,Gap Up Normal Volume (short candidate),EMBC,529400
5857093.333333333,36.779998779296875,2026-04-24,True,38.08289991378784,36.62504993438721,40.13340003967285,35.77000045776367,Gap Up Normal Volume (short candidate),ENPH,5210700
2833630.0,41.5,2026-04-24,True,49.55347482682711,51.3956358447743,44.750643089760686,41.540000915527344,Gap Up Normal Volume (short candidate),FBIN,1408900
4654226.666666667,8.8100004196167,2026-04-24,True,9.762740249228282,11.402023805605554,8.844198684896135,8.800000190734863,Gap Up Normal Volume (short candidate),FLO,4606400
1883970.0,197.24000549316406,2026-04-24,True,225.9456999206543,220.75534965515138,201.4983996582031,193.75999450683594,Gap Up Normal Volume (short candidate),FSLR,1506400
1089980.0,8.029999732971191,2026-04-24,True,9.611199975013733,8.863374998569489,8.191199960708618,7.840000152587891,Gap Up Normal Volume (short candidate),FULC,838900
778096.6666666666,10.229999542236328,2026-04-24,True,14.710999965667725,19.025000009536743,10.793000011444091,10.640000343322754,Gap Up Normal Volume (short candidate),FVRR,497600
2465170.0,41.0,2026-04-24,True,42.86168855725467,44.948459563054755,42.276429230964915,40.40999984741211,Gap Up Normal Volume (short candidate),GFL,1909700
821890.0,50.9900016784668,2026-04-24,True,76.23990001678467,66.1449750328064,54.560599899291994,54.41999816894531,Gap Up Normal Volume (short candidate),GRAL,589600
5822536.666666667,20.8700008392334,2026-04-24,True,30.051879978179933,37.897814950942994,23.456059989929198,21.510000228881836,Gap Up Normal Volume (short candidate),GTLB,6222000
1376656.6666666667,132.0800018310547,2026-04-24,True,161.83259986877442,195.51434970855712,143.78960006713868,139.55999755859375,Gap Up Normal Volume (short candidate),GWRE,1377900
5954523.333333333,16.479999542236328,2026-04-24,True,19.08766430178893,17.55511218944555,17.298945912525777,16.770000457763672,Gap Up Normal Volume (short candidate),HMY,3744400
767786.6666666666,37.16999816894531,2026-04-24,True,42.059064667768524,43.15231559014273,39.772439174121494,37.70000076293945,Gap Up Normal Volume (short candidate),HNI,340600
4737583.333333333,21.790000915527344,2026-04-24,True,23.096227059687678,23.90136428739556,22.66059312327632,21.549999237060547,Gap Up Normal Volume (short candidate),HRL,4432900
553876.6666666666,38.790000915527344,2026-04-24,True,43.59780014038086,41.18185011863709,40.1660001373291,39.70000076293945,Gap Up Normal Volume (short candidate),HROW,500100
1418746.6666666667,218.47999572753906,2026-04-24,True,295.1485499572754,382.8045499420166,244.10260009765625,223.32000732421875,Gap Up Normal Volume (short candidate),HUBS,874400
969656.6666666666,56.150001525878906,2026-04-24,True,78.12550006866455,85.31644994735717,57.03120018005371,56.310001373291016,Gap Up Normal Volume (short candidate),INSP,679200
789563.3333333334,21.780000686645508,2026-04-24,True,32.06295007705688,36.81233998298645,23.930699996948242,22.25,Gap Up Normal Volume (short candidate),INTA,675500
3221343.3333333335,381.8699951171875,2026-04-24,True,502.97990369685317,595.9743781813946,412.34250760567227,395.95001220703125,Gap Up Normal Volume (short candidate),INTU,2334900
15135193.333333334,22.049999237060547,2026-04-24,True,23.293080647928893,24.32456127753371,22.96778889767305,21.940000534057617,Gap Up Normal Volume (short candidate),KHC,15244300
4761043.333333333,98.58999633789062,2026-04-24,True,100.74898636065312,109.86906458721164,101.13966827535361,97.8499984741211,Gap Up Normal Volume (short candidate),KMB,3386700
937380.0,126.0,2026-04-24,True,129.64129125876008,132.21539724046613,126.94022219008666,125.66000366210938,Gap Up Normal Volume (short candidate),MAA,529500
3563783.3333333335,19.489999771118164,2026-04-24,True,22.510599880218507,22.85577488899231,20.035899925231934,19.709999084472656,Gap Up Normal Volume (short candidate),MIR,3106500
1051430.0,17.3700008392334,2026-04-24,True,18.276770618131167,18.13359383005664,18.111901299148204,17.600000381469727,Gap Up Normal Volume (short candidate),MLKN,460900
1700146.6666666667,45.599998474121094,2026-04-24,True,60.541800003051755,76.19875011444091,47.29740013122559,46.02000045776367,Gap Up Normal Volume (short candidate),MMYT,670400
